MESANO,DESCRIÇÃO,PREÇO UNIT,QUANTIDADE
2018-01-01,ANLODIPINA 10 MG,"0,06","3.000,00"
2018-01-01,BETAMETASONA+CETONAZOL CREME,"6,79","50,00"
2018-01-01,ATENOLOL 100 MG .,"0,05","1.200,00"
2018-01-01,CETOCOANZOL CREME 30 G,"1,50","100,00"
2018-01-01,CILOSTAZOL 100 MG .,"0,47","1.500,00"
2018-01-01,CILOSTAZOL 50 MG .,"0,24","1.500,00"
2018-01-01,CINARIZINA 25 MG .,"0,08","1.500,00"
2018-01-01,CINARIZINA 75 MG .,"0,10","1.500,00"
2018-01-01,CLORPROMAZINA 100 MG .,"0,18","2.000,00"
2018-01-01,DILTIAZEM 60 MG.,"0,10","3.000,00"
2018-01-01,ESPIRONOLACTONA 25 MG .,"0,14","3.000,00"
2018-01-01,HALOPERIDOL 1 MG .,"0,10","1.000,00"
2018-01-01,BUTILBROMETO DE ESCOPALAMINA +,"0,41","3.000,00"
2018-01-01,BUTILBROMETO DE ESCOPOLAMINA10,"0,46","2.000,00"
2018-01-01,LAMOTRIGINA 50 MG .,"0,21","6.000,00"
2018-01-01,LORAZEPAM 2 MG .,"0,06","1.000,00"
2018-01-01,MEBENDAZOL 100 MG .,"0,04","600,00"
2018-01-01,NEOMICINA + BACITRACINA POMADA,"5,67","100,00"
2018-01-01,NIFEDIPINA 20 MG .,"0,03","3.600,00"
2018-01-01,SECNIDAZOL 1000 MG .,"0,46","100,00"
2018-01-01,ACEBROFILINA 25MG/5ML XAROPE,"2,40","100,00"
2018-01-01,ACIDO VALPROICO 250MG/5ML XAR,"2,19","150,00"
2018-01-01,ALOPURINOL 100 MG .,"0,04","1.800,00"
2018-01-01,AMOXICILINA 250MG/5ML 60 ML,"3,05","250,00"
2018-01-01,ATENOLOL 50 MG .,"0,03","12.000,00"
2018-01-01,AZITROMICINA SUSPENSAO 600 MG,"3,50","100,00"
2018-01-01,BROMOPRIDA 10 MG .,"0,16","1.600,00"
2018-01-01,BROMOPRIDA GOTAS 4MG/ML 20 ML,"0,96","200,00"
2018-01-01,CIMETIDINA 200 MG .,"0,11","600,00"
2018-01-01,DIMETICONA 40 MG .,"0,09","1.200,00"
2018-01-01,DIMETICONA 75MG/ML,"0,79","200,00"
2018-01-01,DIPIRONA 500 MG.,"0,07","2.000,00"
2018-01-01,LOSARTAM 100 MG .,"0,22","6.000,00"
2018-01-01,METFORMINA 500 MG .,"0,06","9.600,00"
2018-01-01,METRONIDAZOL GEL VAGINAL 50 G,"3,80","100,00"
2018-01-01,NISTATINA 100.000UI/G CREME,"4,00","50,00"
2018-01-01,OMEPRAZOL 20 MG .,"0,04","26.880,00"
2018-01-01,PREDNISOLONA 1MG/ML SOLUCAO,"5,20","150,00"
2018-01-01,PROPAFENONA 300 MG REVESTIDO,"0,60","2.100,00"
2018-01-01,SULFAMETOXAZOL + TRIMETOPRIMA.,"0,08","2.000,00"
2018-01-01,GABAPENTINA 300 MG .,"0,30","600,00"
2018-01-01,BLOCO P/ ALVENARIA 10X20X40CM,"1,38","450,00"
2018-01-01,LONA PRETA CONST. LARG. 06MTS,"5,50","14,00"
2018-01-01,SUCO DE FRUTAS NATURAL 1L,"4,25","12,00"
2018-01-01,RECEITUARIO MEDICO,"2,39","300,00"
2018-01-01,SACO DE PANO ALVEJADO.,"2,53","40,00"
2018-01-01,AMACIANTE DE ROUPAS.,"3,20","12,00"
2018-01-01,VASSOURA CAIPIRA.,"11,25","3,00"
2018-01-01,DESINFETANTE 02LITROS,"2,90","18,00"
2018-01-01,PAPEL TOALHA INTERFOLHA,"39,70","10,00"
2018-01-01,PANO DE PRATO 100% ALGODAO.,"1,68","30,00"
2018-01-01,ESPONJA LIMPEZA DUPLA FACE,"1,93","50,00"
2018-01-01,COPO DESCARTAVEL AGUA,"3,91","150,00"
2018-01-01,TINTA PARA CARIMBO 40ML,"3,80","2,00"
2018-01-01,ALMOFADA PARA CARIMBO N.03,"5,45","5,00"
2018-01-01,PASTA CATALAGO,"22,00","5,00"
2018-01-01,CANETA MARCA TEXTO.,"19,40","1,00"
2018-01-01,PINCEL ATOMICO PONTA FINA.,"3,90","5,00"
2018-01-01,PINCEL ATOMICO PONTA GROSSA.,"3,90","5,00"
2018-01-01,FITA CORRETIVA.,"6,30","7,00"
2018-01-01,PASTA SUSPENSA MARMORIZADA.,"50,00","1,00"
2018-01-01,EXTRATOR DE GRAMPOS ESPATULA,"1,50","3,00"
2018-01-01,PASTA DOCUMENTO PP C.PRESILHA,"19,50","2,00"
2018-01-01,GRAMPO 26/6 COBREADO.,"3,99","2,00"
2018-01-01,PASTA REGRISTRADORA AZ,"18,00","5,00"
2018-01-01,GRAMPEADOR 26/6.,"27,50","2,00"
2018-01-01,ENVELOPE TIPO OFICIO,"60,00","1,00"
2018-01-01,COLA BRANCA ESCOLAR,"1,99","5,00"
2018-01-01,PASTA CLASSIFICADORA.,"28,50","10,00"
2018-01-01,LIVRO DE ATA 100 FOLHAS,"13,35","10,00"
2018-01-01,SACO PLASTICO PARA PASTA,"0,14","100,00"
2018-01-01,ENVELOPE PARDO 23X16CM,"45,00","1,00"
2018-01-01,"APLICADOR COLA QUENTE 11 A 11,","30,00","1,00"
2018-01-01,CADERNO BROCHURAO CAPA DURA,"8,00","6,00"
2018-01-01,CANETA ESFEROGRAFICA AZUL.,"45,00","1,00"
2018-01-01,CANETA ESFEROGRAFICA PRETA.,"45,00","1,00"
2018-01-01,CALCULADORA DE MESA 12 DIGITOS,"20,50","2,00"
2018-01-01,PASTA PLASTICA SANFONADA A4,"21,00","3,00"
2018-01-01,"APLICADOR COLA QUENTE 11 A 11,","30,00","1,00"
2018-01-01,CADERNO BROCHURAO CAPA DURA,"8,00","24,00"
2018-01-01,ENVELOPE PARDO 36 X 26CM,"58,00","2,00"
2018-01-01,PILHA ALCALINA C MEDIA.,"7,65","10,00"
2018-01-01,"PILHA ALCALINA AA 1,5V.","5,50","10,00"
2018-01-01,PILHA ALCALINA AAA2.,"7,00","10,00"
2018-01-01,ALFINETE COLORIDO,"2,90","2,00"
2018-01-01,REFIL PISTOLA QUENTE GROSSA.,"25,00","1,00"
2018-01-01,CARTOLINA COLORIDA.,"0,51","30,00"
2018-01-01,CARTOLINA BRANCA.,"51,00","1,00"
2018-01-01,BATERIA CR 2032 - 3V.,"4,88","10,00"
2018-01-01,CANETA MARCA TEXTO.,"19,40","1,00"
2018-01-01,FITA CORRETIVA.,"6,30","7,00"
2018-01-01,PRANCHETA ACRILICA C/PEGADOR,"14,80","15,00"
2018-01-01,PASTA CATALAGO,"22,00","5,00"
2018-01-01,CANETA MARCA TEXTO.,"19,40","1,00"
2018-01-01,EXTRATOR DE GRAMPOS ESPATULA,"1,50","3,00"
2018-01-01,GRAMPEADOR PARA 100 FOLHAS,"57,50","1,00"
2018-01-01,"TESOURA DE ACO 21X6,5X2 CABO P","11,50","5,00"
2018-01-01,GRAMPEADOR 26/6.,"27,50","4,00"
2018-01-01,REFIL PISTOLA QUENTE GROSSA.,"25,00","1,00"
2018-01-01,LIVRO DE ATA 100 FOLHAS,"13,35","10,00"
2018-01-01,"APLICADOR COLA QUENTE 11 A 11,","30,00","1,00"
2018-01-01,CANETA ESFEROGRAFICA AZUL.,"45,00","1,00"
2018-01-01,CANETA ESFEROGRAFICA PRETA.,"45,00","1,00"
2018-01-01,LAPIS DE COR.,"14,75","5,00"
2018-01-01,TUBO SOLD. PVC 20MM,"9,42","10,00"
2018-01-01,FITA VEDA ROSCA DE 25M,"2,98","3,00"
2018-01-01,BARRA DE FERRO CA 50 1/2 12MT,"48,20","7,00"
2018-01-01,BARRA DE FERRO CA 50 3/8 12MT,"30,30","20,00"
2018-01-01,PREGO 18X24,"8,90","2,00"
2018-01-01,PREGO 18X30,"8,75","4,00"
2018-01-01,"JOELHO 90"" 50MM P/ ESGOTO","1,04","10,00"
2018-01-01,JOELHO 90oSOLDAVEL DE 25MM P/,"0,53","2,00"
2018-01-01,"CIMENTO CP-II E 32, SACO 50KG","17,80","24,00"
2018-01-01,AREIA MEDIA,"50,00","7,00"
2018-01-01,AMBROXOL 30MG/5ML XAROPE 100,"1,47","50,00"
2018-01-01,AMBROXOL 15MG/5ML XAROPE 100,"1,43","100,00"
2018-01-01,AMINOFILINA 100MG,"0,06","1.000,00"
2018-01-01,ANLODIPINA 10 MG,"0,06","3.000,00"
2018-01-01,BETAMETASONA+CETONAZOL CREME,"6,79","50,00"
2018-01-01,ATENOLOL 100 MG .,"0,05","1.200,00"
2018-01-01,CETOCOANZOL CREME 30 G,"1,50","100,00"
2018-01-01,CILOSTAZOL 100 MG .,"0,47","1.500,00"
2018-01-01,CILOSTAZOL 50 MG .,"0,24","1.500,00"
2018-01-01,CINARIZINA 25 MG .,"0,08","1.500,00"
2018-01-01,CINARIZINA 75 MG .,"0,10","1.500,00"
2018-01-01,CLORPROMAZINA 100 MG .,"0,18","2.000,00"
2018-01-01,DILTIAZEM 60 MG.,"0,10","3.000,00"
2018-01-01,ESPIRONOLACTONA 25 MG .,"0,14","3.000,00"
2018-01-01,HALOPERIDOL 1 MG .,"0,10","1.000,00"
2018-01-01,BUTILBROMETO DE ESCOPALAMINA +,"0,41","3.000,00"
2018-01-01,BUTILBROMETO DE ESCOPOLAMINA10,"0,46","2.000,00"
2018-01-01,LAMOTRIGINA 50 MG .,"0,21","6.000,00"
2018-01-01,LORAZEPAM 2 MG .,"0,06","1.000,00"
2018-01-01,MEBENDAZOL 100 MG .,"0,04","600,00"
2018-01-01,NEOMICINA + BACITRACINA POMADA,"5,67","100,00"
2018-01-01,NIFEDIPINA 20 MG .,"0,03","3.600,00"
2018-01-01,SECNIDAZOL 1000 MG .,"0,46","500,00"
2018-01-01,TORNEIRA P/ JARDIM 1/2 METAL,"17,50","2,00"
2018-01-01,IMPERMEABILIZANTE PARA CONCRET,"83,90","5,00"
2018-01-01,LONA PRETA CONST. LARG. 06MTS,"5,50","18,00"
2018-01-01,823/ 711594/B BUCHA,"2,04","1,00"
2018-01-01,823/ 711593/B BUCHA,"3,18","1,00"
2018-01-01,811/ 711597 BUCHA,"0,83","2,00"
2018-01-01,811/ 711279 MANCAL,"0,81","1,00"
2018-01-01,823/ 711813 MANCAL,"0,33","1,00"
2018-01-01,5X0/ 711025/A SUPORTE,"28,68","1,00"
2018-01-01,LEITE ESPECIAL 17,"19,50","12,00"
2018-01-01,"FIO SOLIDO 4,0MM ROLO 100MT","165,00","4,00"
2018-01-01,CONDUITE 3/4,"0,59","100,00"
2018-01-01,QUADRO PARA 03 DISJUNTORES,"11,24","2,00"
2018-01-01,CAIXA DE PASSAGEM PVC 4X4 PRE-,"1,35","6,00"
2018-01-01,TUBO SOLD. PVC 20MM,"9,42","5,00"
2018-01-01,JOELHO 90o 40MM P/ ESGOTO,"0,60","12,00"
2018-01-01,TE C/ REDUCAO 100X50MM P/ESGOT,"6,95","7,00"
2018-01-01,TUBO PVC 100MM ESGOTO,"39,00","1,00"
2018-01-01,TUBO PVC 40MM ESGOTO,"15,90","2,00"
2018-01-01,"JOELHO 90"" 100MM P/ ESGOTO","2,72","2,00"
2018-01-01,TE SOLDAVEL DE 20MM MARROM,"0,54","5,00"
2018-01-01,CAIXA SIFONADA QUADRADA BR 100,"8,25","1,00"
2018-01-01,TOUCA DESCARTAVEL SANFONADA BR,"4,90","2,00"
2018-01-01,MASCARA DESCARTAVEL P/PROTECAO,"9,00","10,00"
2018-01-01,LUVA PRODECIMENTOS P.,"13,68","20,00"
2018-01-01,LUVAS PROCEDIMENTO M.,"13,68","30,00"
2018-01-01,COMPRESSA DE GAZE NAO ESTERIL,"15,60","50,00"
2018-01-01,FIO DE SUTURA EM NYLON 4.0 MON,"25,40","4,00"
2018-01-01,ALCOOL 70%,"4,50","24,00"
2018-01-01,PAO FRANCES C.PRESUNTO E MUSSA,"2,00","50,00"
2018-01-01,CARGA OXIGENIO 10M3,"215,00","2,00"
2018-01-01,UNIDADE DE FUSAO BROTHER,"1.020,00","1,00"
2018-01-01,TUBO SOLD. PVC 20MM,"9,42","5,00"
2018-01-01,TE C/ REDUCAO 100X50MM P/ESGOT,"6,95","1,00"
2018-01-01,"CIMENTO CP-II E 32, SACO 50KG","17,80","5,00"
2018-01-01,CARTUCHO 74 XL PRETO,"275,50","1,00"
2018-01-01,SUCO DE FRUTAS NATURAL 1L,"4,25","20,00"
2018-01-01,SALGADINHOS DIVERSOS KG,"28,00","10,80"
2018-01-01,CADEIRA PRESIDENTE,"780,00","1,00"
2018-01-01,CADEIRA EXECUTIVA,"490,00","2,00"
2018-01-01,217/ 129620/1 ELEMENTO FILTRO,"36,17","2,00"
2018-01-01,AREIA MEDIA,"50,00","2,00"
2018-01-01,ACUCAR CRISTAL PT,"12,20","24,00"
2018-01-01,CAFE EM PO PT,"7,40","100,00"
2018-01-01,ACUCAR CRISTAL PT,"12,20","24,00"
2018-01-01,CAFE EM PO PT,"7,40","80,00"
2018-01-01,LAMPADA LED 12W,"15,80","30,00"
2018-01-01,7075753 FILTRO DE OLEO,"23,42","4,00"
2018-01-01,7083041 JG SAPATA,"183,95","1,00"
2018-01-01,51857956 FILTRO DE AR,"31,35","4,00"
2018-01-01,174804636 ALAVANCA,"398,10","1,00"
2018-01-01,467979908 FAROL DE NEBLINA,"620,43","1,00"
2018-01-01,735302251 TAMPA,"21,70","1,00"
2018-01-01,55191168 KIT EMBREAGEM,"710,67","1,00"
2018-01-01,55190965 COLAR EMBREAGEM,"132,42","1,00"
2018-02-01,5Z1/612105/N CILINDRO,"318,95","2,00"
2018-02-01,5U0/407365/A ALAVANCA,"63,98","2,00"
2018-02-01,5U0/609525/B SAPATA FREIO,"53,91","1,00"
2018-02-01,5C0/513025/C AMORTECEDOR TRASE,"291,88","2,00"
2018-02-01,5N0/413031/AJ AMORTECEDOR DIAN,"360,01","2,00"
2018-02-01,TIRAS REAGENTES,"0,40","7.500,00"
2018-02-01,BLOCO P/ ALVENARIA 15X20X40CM,"1,73","70,00"
2018-02-01,TONER 580 COMPATIVEL,"90,00","6,00"
2018-02-01,TONER SAMSUNG ML-3471ND,"777,00","3,00"
2018-02-01,CILINDRO BROTHER DR520 COMPAT.,"71,00","3,00"
2018-02-01,GASOLINA COMUM OU ADITIVADA,"3,99","3.756,71"
2018-02-01,DIESEL S-10 COMUM,"3,18","1.101,07"
2018-02-01,GASOLINA COMUM OU ADITIVADA,"3,99","126,76"
2018-02-01,LEITE ESPECIAL 15,"43,00","12,00"
2018-02-01,LEITE ESPECIAL 16,"29,90","12,00"
2018-02-01,LEITE ESPECIAL 17,"19,50","12,00"
2018-02-01,CARGA OXIGENIO 01M3,"103,00","2,00"
2018-02-01,LEITE ESPECIAL 8,"48,00","16,00"
2018-02-01,LEITE ESPECIAL 13,"19,90","4,00"
2018-02-01,LEITE ESPECIAL 14,"39,90","8,00"
2018-02-01,LEITE ESPECIAL 16,"29,90","25,00"
2018-02-01,LEITE ESPECIAL 18,"16,50","20,00"
2018-02-01,LEITE ESPECIAL 19,"16,50","10,00"
2018-02-01,BARRA DE FERRO CA 60 3/16 12MT,"7,30","8,00"
2018-02-01,ARGAMASSA COLANTE P/ CERAMICA,"6,90","10,00"
2018-02-01,TABUA DE PINUS 30CM X 03MT,"18,00","21,00"
2018-02-01,7075753 FILTRO DE OLEO,"23,41","1,00"
2018-02-01,7088535 CJ.PASTILHAS DE FREIO,"138,05","1,00"
2018-02-01,51712311 TUBO FLEXIVEL,"72,15","1,00"
2018-02-01,46824245 GUARNICAO PORTA DIANT,"274,09","1,00"
2018-02-01,55186674 FILTRO DE AR,"80,79","1,00"
2018-02-01,1303912080 TIRANTE,"69,46","2,00"
2018-02-01,030/ 121111/S VALVULA TERMOSTA,"134,98","1,00"
2018-02-01,REVESTIMENTO PAREDE,"12,15","126,00"
2018-02-01,REJUNTAMENTO COLORIDO,"2,40","40,00"
2018-02-01,VASO SANITARIO BRANCO SIMPLES,"92,10","1,00"
2018-02-01,LAVATORIO BRANCO C/ COLUNA,"82,00","1,00"
2018-02-01,OLEO HIDRAULICO 68,"161,00","1,00"
2018-02-01,OLEO SAE 15W40.,"230,00","2,00"
2018-02-01,PNEU 205/70 15C.,"660,00","4,00"
2018-02-01,CARGA OXIGENIO 10M3,"215,00","1,00"
2018-02-01,CARGA OXIGENIO 01M3,"103,00","1,00"
2018-02-01,PAO FRANCES C.PRESUNTO E MUSSA,"2,00","40,00"
2018-02-01,ROSCA TIPO RAINHA.,"8,00","5,20"
2018-02-01,PAO FRANCES.,"4,95","3,10"
2018-02-01,ROSCA TIPO RAINHA.,"8,00","2,40"
2018-02-01,7711171717 PALHETA DO LIMPADOR,"59,14","2,00"
2018-02-01,5U0/407365/A ALAVANCA,"63,98","2,00"
2018-02-01,5N0/413031/AJ AMORTECEDOR DIAN,"360,01","2,00"
2018-02-01,5Z0/ 121253/B RADIADOR,"373,05","1,00"
2018-02-01,5Z1/612105/N SERVO FREIO,"318,94","1,00"
2018-02-01,5U0/609525/B,"53,91","1,00"
2018-02-01,5C0/513025/C AMORTECEDOR TRAS.,"291,88","2,00"
2018-02-01,5Z0/201511/A FILTRO COMBUSTIVE,"25,10","1,00"
2018-02-01,5W7/919051/ BOMBA COMBUSTIVEL,"517,37","1,00"
2018-02-01,SUCO DE FRUTAS NATURAL 1L,"4,25","10,00"
2018-02-01,PRESUNTO FATIADO.,"22,00","2,00"
2018-02-01,MUSSARELA FATIADA.,"27,00","2,00"
2018-02-01,"CIMENTO CP-II E 32, SACO 50KG","17,80","8,00"
2018-02-01,CARGA OXIGENIO 10M3,"215,00","2,00"
2018-02-01,IMPERMEABILIZANTE PARA CONCRET,"83,90","1,00"
2018-02-01,BLOCO P/ ALVENARIA 15X20X40CM,"1,73","500,00"
2018-02-01,VACINA B19 - CONTRA BRUCELOSE,"1,15","750,00"
2018-02-01,BENZILPENICILINA BENZATINA..,"7,00","50,00"
2018-02-01,"DEXCLORFENIR.,MALEATO 0,4MG/ML","0,75","100,00"
2018-02-01,"METOPROLOL, SUCCINATO 25MG","0,24","3.000,00"
2018-02-01,"METOPROLOL, SUCCINATO 50MG","0,49","3.000,00"
2018-02-01,PARACETAMOL 200MG/ML,"0,50","100,00"
2018-02-01,GLIBENCLAMIDA 5MG,"0,02","4.000,00"
2018-02-01,"SALBUTAMOL,SULFATO 100MCG/DOSE","6,78","100,00"
2018-02-01,ACIDO FOLICO 5MG.,"0,04","2.000,00"
2018-02-01,SULFATO FERROSO 40MG,"0,03","4.000,00"
2018-02-01,AMOXICILINA 500MG,"0,12","2.800,00"
2018-02-01,"CLAVULANATO POTASSIO 50/12,5MG","6,92","60,00"
2018-02-01,CEFTRIAXONA 1G,"1,37","400,00"
2018-02-01,GLICLAZIDA 30MG,"0,10","7.200,00"
2018-02-01,"HALOPERIDOL, DECANOATO 50MG/ML","7,07","30,00"
2018-02-01,HALOPERIDOL 5MG,"0,07","2.000,00"
2018-02-01,"NORTRIPTILINA, CLORIDRATO 25MG","0,22","600,00"
2018-02-01,SINVASTATINA 20MG.,"0,06","24.000,00"
2018-02-01,VALPROATO DE SODIO 288MG,"0,22","8.000,00"
2018-02-01,VALPROATO DE SODIO 500MG,"0,61","2.000,00"
2018-02-01,LOSARTANA POTASSICA 50MG,"0,03","48.000,00"
2018-02-01,"METFORMINA, CLORIDRATO 850MG","0,04","9.600,00"
2018-02-01,CAPTOPRIL 25MG,"0,02","20.000,00"
2018-02-01,CLORETO DE SODIO 9MG/ML FRASCO,"2,80","300,00"
2018-02-01,FUROSEMIDA 40MG,"0,02","6.000,00"
2018-02-01,IBUPROFENO 50MG/ML,"1,06","300,00"
2018-02-01,"METOCLOPRAMIDA,CLORIDRATO 10MG","0,05","500,00"
2018-02-01,PARACETAMOL 500MG.,"0,04","1.000,00"
2018-02-01,PREDNISONA 20MG,"0,18","3.000,00"
2018-02-01,SAIS PARA REIDRATACAO ORAL,"0,59","300,00"
2018-02-01,SULFAMETO+TRIMETOPRI 40+8MG/ML,"1,59","50,00"
2018-02-01,ALENDRONATO DE SODIO 70MG,"0,25","1.200,00"
2018-02-01,"CARVEDILOL 12,5MG","0,06","6.000,00"
2018-02-01,"CARVEDILOL 6,25MG","0,06","3.000,00"
2018-02-01,"CLOMIPRAMINA, CLORIDRATO 25MG","0,61","1.200,00"
2018-02-01,"HIDRALAZINA, CLORIDRATO 25MG","0,25","2.000,00"
2018-02-01,"HIDRALAZINA, CLORIDRATO 50MG","0,33","2.000,00"
2018-02-01,LEVODOPA+BENSERAZIDA 100+25MG,"0,88","900,00"
2018-02-01,"PROMETAZINA, CLORIDRATO 25MG","0,06","1.000,00"
2018-02-01,"RANITIDINA, CLORIDRATO 15MG/ML","4,00","70,00"
2018-02-01,SINVASTATINA 10MG.,"0,05","3.000,00"
2018-02-01,SINVASTATINA 40MG.,"0,11","3.000,00"
2018-02-01,"BIPERIDENO, CLORIDRATO 2MG","0,15","1.000,00"
2018-02-01,"CLORPROMAZINA, CLORIDRATO 25MG","0,18","3.000,00"
2018-02-01,FENOBARBITAL 100MG,"0,07","10.000,00"
2018-02-01,"METOPROLOL, SUCCINATO 100MG","0,80","3.000,00"
2018-02-01,CARBONATO DE LITIO 300MG,"0,14","2.000,00"
2018-02-01,CARBAMAZEPINA 400MG,"0,32","1.500,00"
2018-02-01,"CARVEDILOL 3,125MG","0,06","3.000,00"
2018-03-01,AGUA MINERAL,"6,95","60,00"
2018-03-01,AMIODARONA 200MG,"0,41","2.000,00"
2018-03-01,CEFALEXINA 250MG/5ML,"5,75","50,00"
2018-03-01,DIAZEPAM 10MG,"0,04","2.000,00"
2018-03-01,FENITOINA 100MG.,"0,17","3.000,00"
2018-03-01,LORATADINA 1MG/ML,"1,90","50,00"
2018-03-01,SUCO DE FRUTAS NATURAL 1L,"4,25","10,00"
2018-03-01,PAO FRANCES C.PRESUNTO E MUSSA,"2,00","50,00"
2018-03-01,GASOLINA COMUM OU ADITIVADA,"3,99","2.574,73"
2018-03-01,DIESEL S-10 COMUM,"3,18","599,24"
2018-03-01,GASOLINA COMUM OU ADITIVADA,"3,99","104,15"
2018-03-01,GASOLINA COMUM OU ADITIVADA,"4,19","375,18"
2018-03-01,DIESEL S-10 COMUM,"3,24","203,00"
2018-03-01,GASOLINA COMUM OU ADITIVADA,"4,19","34,50"
2018-03-01,LEITE ESPECIAL 2,"48,90","2,00"
2018-03-01,LEVOPROMAZINA 100 MG,"0,69","400,00"
2018-03-01,RISPERIDONA 1 MG .,"0,15","1.000,00"
2018-03-01,RISPERIDONA 2 MG .,"0,14","3.000,00"
2018-03-01,RISPERIDONA 1 MG SOL ORAL,"5,99","50,00"
2018-03-01,ACIDO ACETILSALICILICO 100 MG,"0,02","20.000,00"
2018-03-01,METILFENIDATO 10 MG .,"1,64","300,00"
2018-03-01,ALPRAZOLAM 1 MG,"0,09","3.600,00"
2018-03-01,"ALPRAZOLAM 0,5 MG","0,10","3.600,00"
2018-03-01,CEFALEXINA 500 MG .,"0,39","3.000,00"
2018-03-01,CLORTALIDONA 25 .,"0,25","1.800,00"
2018-03-01,DILTIAZEM 30 MG .,"0,16","3.000,00"
2018-03-01,FLUOXETINA 20 MG .,"0,04","10.800,00"
2018-03-01,LOSARTAM 25 MG,"0,24","6.000,00"
2018-03-01,OXCARBAZEPINA 600 MG .,"0,95","1.500,00"
2018-03-01,QUETIAPINA 25 MG .,"0,17","3.600,00"
2018-03-01,TOPIRAMATO 25 MG .,"0,15","10.080,00"
2018-03-01,TOPIRAMATO 50MG,"0,16","6.720,00"
2018-03-01,LEVODOPA  + BENSERAZIDA 200/50,"0,81","1.200,00"
2018-03-01,ACEBROFILINA 50MG/5ML XAROPE,"4,05","100,00"
2018-03-01,AMILORIDA + HIDROCLOROTIAZIDA,"0,21","1.800,00"
2018-03-01,ANLODIPINA 5 MG,"0,02","5.000,00"
2018-03-01,CETOCONAZOL + BETAMETASONA +,"3,37","50,00"
2018-03-01,CIPROFLOXACINO 500 MG .,"0,15","3.000,00"
2018-03-01,COMPLEXO B DRAGEAS .,"0,04","5.000,00"
2018-03-01,DOMPERIDONA 10 MG .,"0,07","9.000,00"
2018-03-01,DOMPERIDONA 1MG/ML SUSPENSAO,"8,46","50,00"
2018-03-01,GLIMEPIRIDA 2 MG .,"0,10","3.000,00"
2018-03-01,GLIMEPIRIDA 4 MG.,"0,22","1.800,00"
2018-03-01,LAMOTRIGINA 100 MG .,"0,25","6.000,00"
2018-03-01,LORATADINA 10 MG .,"0,05","1.800,00"
2018-03-01,METILDOPA 250 MG .,"0,28","3.000,00"
2018-03-01,NIFEDIPINA RETARD 20 MG .,"0,09","1.500,00"
2018-03-01,NIMESULIDA 100 MG .,"0,07","1.800,00"
2018-03-01,PAROXETINA 20 MG .,"0,20","6.000,00"
2018-03-01,QUETIAPINA 100 MG .,"0,31","2.800,00"
2018-03-01,VITAMINA A + D GOTAS .,"4,65","50,00"
2018-03-01,CLONAZEPAM 2 MG .,"0,04","9.000,00"
2018-03-01,DIOSMINA + HESPERIDINA 450MG/,"0,28","25.200,00"
2018-03-01,LEVOTIROXINA 25 MCG .,"0,08","4.320,00"
2018-03-01,LEVOTIROXINA 50MCG .,"0,08","1.440,00"
2018-03-01,LEVOTIROXINA 75 MCG .,"0,10","2.880,00"
2018-03-01,LEVOTIROXINA 100 MCG,"0,08","2.880,00"
2018-03-01,PROPATILNITRATO 10 MG .,"0,38","7.200,00"
2018-03-01,ORLISTATE 120 MG.,"2,30","420,00"
2018-03-01,AMITRIPTILINA 25 MG .,"0,04","15.000,00"
2018-03-01,AZITROMICINA 500 MG .,"0,46","600,00"
2018-03-01,CARBAMAZEPINA 200 MG,"0,07","10.000,00"
2018-03-01,CLOPIDOGREL 75 MG .,"0,38","2.800,00"
2018-03-01,DEXCLORFENIRAMINA 2 MG .,"0,06","1.000,00"
2018-03-01,DEXAMETASONA 1% CREME 10 G,"0,62","300,00"
2018-03-01,DIPIRONA 500MG/ML 10 ML,"0,56","300,00"
2018-03-01,ENALAPRIL 10 MG .,"0,03","6.000,00"
2018-03-01,ENALAPRIL MALEATO 20 MG .,"0,04","3.000,00"
2018-03-01,GLIBENCLAMIDA 5 MG .,"0,02","6.000,00"
2018-03-01,HIDROCLOROTIAZIDA 25 MG .,"0,02","30.000,00"
2018-03-01,NORFLOXACINO 400 MG .,"0,20","1.400,00"
2018-03-01,RANITIDINA 150 MG .,"0,07","12.000,00"
2018-03-01,SERTRALINA 50 MG .,"0,12","9.800,00"
2018-03-01,VERAPAMIL 80 MG .,"0,06","1.600,00"
2018-03-01,AMBROXOL 30MG/5ML XAROPE 100,"1,47","50,00"
2018-03-01,AMBROXOL 15MG/5ML XAROPE 100,"1,43","100,00"
2018-03-01,AMINOFILINA 100MG,"0,06","1.000,00"
2018-03-01,ANLODIPINA 10 MG,"0,06","3.000,00"
2018-03-01,BETAMETASONA+CETONAZOL CREME,"6,79","50,00"
2018-03-01,ATENOLOL 100 MG .,"0,05","1.200,00"
2018-03-01,CETOCOANZOL CREME 30 G,"1,50","100,00"
2018-03-01,CILOSTAZOL 100 MG .,"0,47","1.500,00"
2018-03-01,CILOSTAZOL 50 MG .,"0,24","1.500,00"
2018-03-01,CINARIZINA 25 MG .,"0,08","1.500,00"
2018-03-01,CINARIZINA 75 MG .,"0,10","1.500,00"
2018-03-01,CLORPROMAZINA 100 MG .,"0,18","2.000,00"
2018-03-01,DILTIAZEM 60 MG.,"0,10","3.000,00"
2018-03-01,ESPIRONOLACTONA 25 MG .,"0,14","3.000,00"
2018-03-01,HALOPERIDOL 1 MG .,"0,10","1.000,00"
2018-03-01,BUTILBROMETO DE ESCOPALAMINA +,"0,41","3.000,00"
